t,c1,c2,c3,psi,z
0.5,0,0,0,-1,-0.93
0.5,0,0,0,-1,-0.94
0.5,0,0,0,-1,-0.95
0.5,0,0,0,-1,-0.96
0.5,0,0,0,-1,-0.97
0.5,0,0,0,-1,-0.98
0.5,0,0,0,-1,-0.99
0.5,0,0,0,-1,-1
0.6,42.12,0.6819,17.1,-0.132,0
0.6,40.01,0.8345,16.31,-0.135,-0.01
0.6,37.74,0.9505,15.45,-0.138,-0.02
0.6,35.31,1.031,14.51,-0.142,-0.03
0.6,32.76,1.078,13.5,-0.146,-0.04
0.6,30.11,1.095,12.45,-0.151,-0.05
0.6,27.39,1.084,11.36,-0.156,-0.06
0.6,24.66,1.05,10.26,-0.162,-0.07
0.6,21.95,0.9955,9.15,-0.169,-0.08
0.6,19.29,0.9255,8.061,-0.176,-0.09
0.6,16.73,0.844,7.007,-0.185,-0.1
0.6,14.3,0.755,6.002,-0.195,-0.11
0.6,12.03,0.6624,5.061,-0.206,-0.12
0.6,9.951,0.5694,4.194,-0.218,-0.13
0.6,8.076,0.4792,3.411,-0.233,-0.14
0.6,6.417,0.3941,2.715,-0.251,-0.15
0.6,4.977,0.3159,2.11,-0.271,-0.16
0.6,3.756,0.2462,1.595,-0.294,-0.17
0.6,2.744,0.1856,1.168,-0.322,-0.18
0.6,1.929,0.1347,0.8226,-0.355,-0.19
0.6,1.294,0.0933,0.5531,-0.394,-0.2
0.6,0.8191,0.06101,0.3508,-0.44,-0.21
0.6,0.4814,0.0371,0.2067,-0.495,-0.22
0.6,0.257,0.02053,0.1106,-0.558,-0.23
0.6,0.1212,0.01006,0.0523,-0.628,-0.24
0.6,0.04849,0.004202,0.021,-0.703,-0.25
0.6,0.01574,0.00143,0.006844,-0.775,-0.26
0.6,0.003949,0.0003786,0.001725,-0.842,-0.27
0.6,0.0007285,7.44E-05,0.0003201,-0.894,-0.28
0.6,9.39E-05,1.03E-05,4.16E-05,-0.932,-0.29
0.6,8.30E-06,1.00E-06,3.71E-06,-0.957,-0.3
0.6,5.22E-07,7.04E-08,2.37E-07,-0.973,-0.31
0.6,2.48E-08,3.79E-09,1.14E-08,-0.984,-0.32
0.6,9.38E-10,1.64E-10,4.41E-10,-0.99,-0.33
0.6,0,0,0,-0.994,-0.34
0.6,0,0,0,-0.997,-0.35
0.6,0,0,0,-0.998,-0.36
0.6,0,0,0,-0.999,-0.37
0.6,0,0,0,-0.999,-0.38
0.6,0,0,0,-1,-0.39
0.6,0,0,0,-1,-0.4
0.6,0,0,0,-1,-0.41
0.6,0,0,0,-1,-0.42
0.6,0,0,0,-1,-0.43
0.6,0,0,0,-1,-0.44
0.6,0,0,0,-1,-0.45
0.6,0,0,0,-1,-0.46
0.6,0,0,0,-1,-0.47
0.6,0,0,0,-1,-0.48
0.6,0,0,0,-1,-0.49
0.6,0,0,0,-1,-0.5
0.6,0,0,0,-1,-0.51
0.6,0,0,0,-1,-0.52
0.6,0,0,0,-1,-0.53
0.6,0,0,0,-1,-0.54
0.6,0,0,0,-1,-0.55
0.6,0,0,0,-1,-0.56
0.6,0,0,0,-1,-0.57
0.6,0,0,0,-1,-0.58
0.6,0,0,0,-1,-0.59
0.6,0,0,0,-1,-0.6
0.6,0,0,0,-1,-0.61
0.6,0,0,0,-1,-0.62
0.6,0,0,0,-1,-0.63
0.6,0,0,0,-1,-0.64
0.6,0,0,0,-1,-0.65
0.6,0,0,0,-1,-0.66
0.6,0,0,0,-1,-0.67
0.6,0,0,0,-1,-0.68
0.6,0,0,0,-1,-0.69
0.6,0,0,0,-1,-0.7
0.6,0,0,0,-1,-0.71
0.6,0,0,0,-1,-0.72
0.6,0,0,0,-1,-0.73
0.6,0,0,0,-1,-0.74
0.6,0,0,0,-1,-0.75
0.6,0,0,0,-1,-0.76
0.6,0,0,0,-1,-0.77
0.6,0,0,0,-1,-0.78
0.6,0,0,0,-1,-0.79
0.6,0,0,0,-1,-0.8
0.6,0,0,0,-1,-0.81
0.6,0,0,0,-1,-0.82
0.6,0,0,0,-1,-0.83
0.6,0,0,0,-1,-0.84
0.6,0,0,0,-1,-0.85
0.6,0,0,0,-1,-0.86
0.6,0,0,0,-1,-0.87
0.6,0,0,0,-1,-0.88
0.6,0,0,0,-1,-0.89
0.6,0,0,0,-1,-0.9
0.6,0,0,0,-1,-0.91
0.6,0,0,0,-1,-0.92
0.6,0,0,0,-1,-0.93
0.6,0,0,0,-1,-0.94
0.6,0,0,0,-1,-0.95
0.6,0,0,0,-1,-0.96
0.6,0,0,0,-1,-0.97
0.6,0,0,0,-1,-0.98
0.6,0,0,0,-1,-0.99
0.6,0,0,0,-1,-1
0.7,43.13,0.773,17.54,-0.126,0
0.7,41.29,0.9498,16.87,-0.128,-0.01
0.7,39.3,1.091,16.12,-0.131,-0.02
0.7,37.16,1.196,15.31,-0.133,-0.03
0.7,34.9,1.268,14.43,-0.136,-0.04
0.7,32.54,1.308,13.5,-0.139,-0.05
0.7,30.09,1.317,12.53,-0.143,-0.06
0.7,27.58,1.301,11.52,-0.147,-0.07
0.7,25.06,1.26,10.5,-0.152,-0.08
0.7,22.54,1.2,9.467,-0.157,-0.09
0.7,20.06,1.124,8.449,-0.163,-0.1
0.7,17.66,1.036,7.456,-0.17,-0.11
0.7,15.37,0.9398,6.501,-0.177,-0.12
0.7,13.2,0.8386,5.595,-0.185,-0.13
0.7,11.18,0.7359,4.75,-0.195,-0.14
0.7,9.328,0.6348,3.972,-0.206,-0.15
0.7,7.658,0.5376,3.267,-0.218,-0.16
0.7,6.175,0.4466,2.639,-0.232,-0.17
0.7,4.88,0.3633,2.09,-0.249,-0.18
0.7,3.771,0.2886,1.618,-0.268,-0.19
0.7,2.84,0.2234,1.221,-0.291,-0.2
0.7,2.075,0.1677,0.8939,-0.317,-0.21
0.7,1.463,0.1216,0.6317,-0.348,-0.22
0.7,0.989,0.08446,0.4279,-0.385,-0.23
0.7,0.6338,0.0557,0.2748,-0.428,-0.24
0.7,0.3803,0.03444,0.1653,-0.479,-0.25
0.7,0.2096,0.01959,0.09137,-0.539,-0.26
0.7,0.1037,0.01002,0.04533,-0.605,-0.27
0.7,0.04451,0.004464,0.01952,-0.678,-0.28
0.7,0.01595,0.001666,0.007022,-0.749,-0.29
0.7,0.00456,0.0004991,0.002017,-0.817,-0.3
0.7,0.0009977,0.0001151,0.0004438,-0.874,-0.31
0.7,0.0001587,1.95E-05,7.11E-05,-0.916,-0.32
0.7,1.77E-05,2.35E-06,8.01E-06,-0.946,-0.33
0.7,1.40E-06,2.04E-07,6.42E-07,-0.966,-0.34
0.7,8.26E-08,1.34E-08,3.84E-08,-0.979,-0.35
0.7,3.82E-09,6.94E-10,1.81E-09,-0.987,-0.36
0.7,1.45E-10,0,0,-0.992,-0.37
0.7,0,0,0,-0.995,-0.38
0.7,0,0,0,-0.997,-0.39
0.7,0,0,0,-0.998,-0.4
0.7,0,0,0,-0.999,-0.41
0.7,0,0,0,-0.999,-0.42
0.7,0,0,0,-1,-0.43
0.7,0,0,0,-1,-0.44
0.7,0,0,0,-1,-0.45
0.7,0,0,0,-1,-0.46
0.7,0,0,0,-1,-0.47
0.7,0,0,0,-1,-0.48
0.7,0,0,0,-1,-0.49
0.7,0,0,0,-1,-0.5
0.7,0,0,0,-1,-0.51
0.7,0,0,0,-1,-0.52
0.7,0,0,0,-1,-0.53
0.7,0,0,0,-1,-0.54
0.7,0,0,0,-1,-0.55
0.7,0,0,0,-1,-0.56
0.7,0,0,0,-1,-0.57
0.7,0,0,0,-1,-0.58
0.7,0,0,0,-1,-0.59
0.7,0,0,0,-1,-0.6
0.7,0,0,0,-1,-0.61
0.7,0,0,0,-1,-0.62
0.7,0,0,0,-1,-0.63
0.7,0,0,0,-1,-0.64
0.7,0,0,0,-1,-0.65
0.7,0,0,0,-1,-0.66
0.7,0,0,0,-1,-0.67
0.7,0,0,0,-1,-0.68
0.7,0,0,0,-1,-0.69
0.7,0,0,0,-1,-0.7
0.7,0,0,0,-1,-0.71
0.7,0,0,0,-1,-0.72
0.7,0,0,0,-1,-0.73
0.7,0,0,0,-1,-0.74
0.7,0,0,0,-1,-0.75
0.7,0,0,0,-1,-0.76
0.7,0,0,0,-1,-0.77
0.7,0,0,0,-1,-0.78
0.7,0,0,0,-1,-0.79
0.7,0,0,0,-1,-0.8
0.7,0,0,0,-1,-0.81
0.7,0,0,0,-1,-0.82
0.7,0,0,0,-1,-0.83
0.7,0,0,0,-1,-0.84
0.7,0,0,0,-1,-0.85
0.7,0,0,0,-1,-0.86
0.7,0,0,0,-1,-0.87
0.7,0,0,0,-1,-0.88
0.7,0,0,0,-1,-0.89
0.7,0,0,0,-1,-0.9
0.7,0,0,0,-1,-0.91
0.7,0,0,0,-1,-0.92
0.7,0,0,0,-1,-0.93
0.7,0,0,0,-1,-0.94
0.7,0,0,0,-1,-0.95
0.7,0,0,0,-1,-0.96
0.7,0,0,0,-1,-0.97
0.7,0,0,0,-1,-0.98
0.7,0,0,0,-1,-0.99
0.7,0,0,0,-1,-1
0.8,43.93,0.8576,17.89,-0.121,0
0.8,42.31,1.056,17.32,-0.123,-0.01
0.8,40.55,1.22,16.68,-0.125,-0.02
0.8,38.66,1.35,15.97,-0.127,-0.03
0.8,36.65,1.445,15.2,-0.129,-0.04
0.8,34.53,1.508,14.38,-0.131,-0.05
0.8,32.32,1.54,13.51,-0.134,-0.06
0.8,30.04,1.543,12.6,-0.137,-0.07
0.8,27.71,1.521,11.66,-0.14,-0.08
0.8,25.35,1.475,10.7,-0.144,-0.09
0.8,23,1.409,9.734,-0.148,-0.1
0.8,20.68,1.328,8.776,-0.153,-0.11
0.8,18.42,1.234,7.837,-0.158,-0.12
0.8,16.24,1.13,6.926,-0.164,-0.13
0.8,14.17,1.021,6.055,-0.17,-0.14
0.8,12.22,0.9101,5.233,-0.177,-0.15
0.8,10.41,0.7993,4.467,-0.185,-0.16
0.8,8.746,0.6914,3.762,-0.195,-0.17
0.8,7.246,0.5887,3.123,-0.205,-0.18
0.8,5.91,0.4928,2.552,-0.217,-0.19
0.8,4.737,0.4051,2.05,-0.231,-0.2
0.8,3.725,0.3264,1.615,-0.247,-0.21
0.8,2.866,0.2572,1.245,-0.266,-0.22
0.8,2.151,0.1977,0.9363,-0.287,-0.23
0.8,1.569,0.1476,0.6842,-0.312,-0.24
0.8,1.105,0.1065,0.483,-0.342,-0.25
0.8,0.7474,0.07377,0.3274,-0.377,-0.26
0.8,0.4802,0.04859,0.2108,-0.419,-0.27
0.8,0.2897,0.03008,0.1275,-0.467,-0.28
0.8,0.161,0.01718,0.07105,-0.525,-0.29
0.8,0.08058,0.008853,0.03567,-0.589,-0.3
0.8,0.03516,0.003988,0.01561,-0.659,-0.31
0.8,0.01287,0.001512,0.005736,-0.731,-0.32
0.8,0.003775,0.0004613,0.00169,-0.799,-0.33
0.8,0.0008492,0.0001086,0.0003823,-0.859,-0.34
0.8,0.0001396,1.88E-05,6.33E-05,-0.905,-0.35
0.8,1.61E-05,2.32E-06,7.35E-06,-0.938,-0.36
0.8,1.29E-06,2.02E-07,5.98E-07,-0.96,-0.37
0.8,7.60E-08,1.30E-08,3.56E-08,-0.975,-0.38
0.8,3.45E-09,6.55E-10,1.65E-09,-0.985,-0.39
0.8,1.27E-10,0,0,-0.991,-0.4
0.8,0,0,0,-0.994,-0.41
0.8,0,0,0,-0.997,-0.42
0.8,0,0,0,-0.998,-0.43
0.8,0,0,0,-0.999,-0.44
0.8,0,0,0,-0.999,-0.45
0.8,0,0,0,-1,-0.46
0.8,0,0,0,-1,-0.47
0.8,0,0,0,-1,-0.48
0.8,0,0,0,-1,-0.49
0.8,0,0,0,-1,-0.5
0.8,0,0,0,-1,-0.51
0.8,0,0,0,-1,-0.52
0.8,0,0,0,-1,-0.53
0.8,0,0,0,-1,-0.54
0.8,0,0,0,-1,-0.55
0.8,0,0,0,-1,-0.56
0.8,0,0,0,-1,-0.57
0.8,0,0,0,-1,-0.58
0.8,0,0,0,-1,-0.59
0.8,0,0,0,-1,-0.6
0.8,0,0,0,-1,-0.61
0.8,0,0,0,-1,-0.62
0.8,0,0,0,-1,-0.63
0.8,0,0,0,-1,-0.64
0.8,0,0,0,-1,-0.65
0.8,0,0,0,-1,-0.66
0.8,0,0,0,-1,-0.67
0.8,0,0,0,-1,-0.68
0.8,0,0,0,-1,-0.69
0.8,0,0,0,-1,-0.7
0.8,0,0,0,-1,-0.71
0.8,0,0,0,-1,-0.72
0.8,0,0,0,-1,-0.73
0.8,0,0,0,-1,-0.74
0.8,0,0,0,-1,-0.75
0.8,0,0,0,-1,-0.76
0.8,0,0,0,-1,-0.77
0.8,0,0,0,-1,-0.78
0.8,0,0,0,-1,-0.79
0.8,0,0,0,-1,-0.8
0.8,0,0,0,-1,-0.81
0.8,0,0,0,-1,-0.82
0.8,0,0,0,-1,-0.83
0.8,0,0,0,-1,-0.84
0.8,0,0,0,-1,-0.85
0.8,0,0,0,-1,-0.86
0.8,0,0,0,-1,-0.87
0.8,0,0,0,-1,-0.88
0.8,0,0,0,-1,-0.89
0.8,0,0,0,-1,-0.9
0.8,0,0,0,-1,-0.91
0.8,0,0,0,-1,-0.92
0.8,0,0,0,-1,-0.93
0.8,0,0,0,-1,-0.94
0.8,0,0,0,-1,-0.95
0.8,0,0,0,-1,-0.96
0.8,0,0,0,-1,-0.97
0.8,0,0,0,-1,-0.98
0.8,0,0,0,-1,-0.99
0.8,0,0,0,-1,-1
0.9,44.6,0.9296,18.19,-0.118,0
0.9,43.15,1.151,17.69,-0.119,-0.01
0.9,41.57,1.338,17.13,-0.121,-0.02
0.9,39.88,1.491,16.51,-0.122,-0.03
0.9,38.07,1.61,15.83,-0.124,-0.04
0.9,36.16,1.697,15.1,-0.126,-0.05
0.9,34.16,1.751,14.32,-0.128,-0.06
0.9,32.08,1.776,13.5,-0.13,-0.07
0.9,29.93,1.773,12.64,-0.132,-0.08
0.9,27.75,1.744,11.76,-0.135,-0.09
0.9,25.54,1.693,10.86,-0.138,-0.1
0.9,23.34,1.623,9.951,-0.141,-0.11
0.9,21.15,1.536,9.047,-0.145,-0.12
0.9,19.02,1.437,8.155,-0.149,-0.13
0.9,16.95,1.328,7.287,-0.154,-0.14
0.9,14.97,1.212,6.451,-0.159,-0.15
0.9,13.09,1.094,5.655,-0.165,-0.16
0.9,11.33,0.9747,4.906,-0.171,-0.17
0.9,9.7,0.8577,4.209,-0.179,-0.18
0.9,8.208,0.7449,3.57,-0.187,-0.19
0.9,6.859,0.6382,2.989,-0.196,-0.2
0.9,5.655,0.5389,2.47,-0.207,-0.21
0.9,4.595,0.4481,2.011,-0.218,-0.22
0.9,3.674,0.3665,1.611,-0.232,-0.23
0.9,2.886,0.2943,1.268,-0.248,-0.24
0.9,2.222,0.2317,0.9786,-0.266,-0.25
0.9,1.674,0.1784,0.7386,-0.287,-0.26
0.9,1.229,0.1339,0.5435,-0.311,-0.27
0.9,0.8758,0.09766,0.3883,-0.34,-0.28
0.9,0.6029,0.06883,0.268,-0.373,-0.29
0.9,0.3982,0.04658,0.1775,-0.413,-0.3
0.9,0.2503,0.03004,0.1119,-0.459,-0.31
0.9,0.1481,0.01826,0.0664,-0.513,-0.32
0.9,0.08144,0.01034,0.03663,-0.573,-0.33
0.9,0.0409,0.005359,0.01847,-0.639,-0.34
0.9,0.01835,0.00249,0.008324,-0.706,-0.35
0.9,0.007174,0.001012,0.00327,-0.773,-0.36
0.9,0.002368,0.000349,0.001086,-0.834,-0.37
0.9,0.000635,9.85E-05,0.0002933,-0.883,-0.38
0.9,0.0001325,2.18E-05,6.17E-05,-0.919,-0.39
0.9,2.09E-05,3.70E-06,9.87E-06,-0.946,-0.4
0.9,2.53E-06,4.84E-07,1.21E-06,-0.965,-0.41
0.9,2.39E-07,5.03E-08,1.16E-07,-0.977,-0.42
0.9,1.84E-08,4.28E-09,9.13E-09,-0.986,-0.43
0.9,1.19E-09,3.08E-10,6.06E-10,-0.991,-0.44
0.9,0,0,0,-0.994,-0.45
0.9,0,0,0,-0.996,-0.46
0.9,0,0,0,-0.998,-0.47
0.9,0,0,0,-0.999,-0.48
0.9,0,0,0,-0.999,-0.49
0.9,0,0,0,-0.999,-0.5
0.9,0,0,0,-1,-0.51
0.9,0,0,0,-1,-0.52
0.9,0,0,0,-1,-0.53
0.9,0,0,0,-1,-0.54
0.9,0,0,0,-1,-0.55
0.9,0,0,0,-1,-0.56
0.9,0,0,0,-1,-0.57
0.9,0,0,0,-1,-0.58
0.9,0,0,0,-1,-0.59
0.9,0,0,0,-1,-0.6
0.9,0,0,0,-1,-0.61
0.9,0,0,0,-1,-0.62
0.9,0,0,0,-1,-0.63
0.9,0,0,0,-1,-0.64
0.9,0,0,0,-1,-0.65
0.9,0,0,0,-1,-0.66
0.9,0,0,0,-1,-0.67
0.9,0,0,0,-1,-0.68
0.9,0,0,0,-1,-0.69
0.9,0,0,0,-1,-0.7
0.9,0,0,0,-1,-0.71
0.9,0,0,0,-1,-0.72
0.9,0,0,0,-1,-0.73
0.9,0,0,0,-1,-0.74
0.9,0,0,0,-1,-0.75
0.9,0,0,0,-1,-0.76
0.9,0,0,0,-1,-0.77
0.9,0,0,0,-1,-0.78
0.9,0,0,0,-1,-0.79
0.9,0,0,0,-1,-0.8
0.9,0,0,0,-1,-0.81
0.9,0,0,0,-1,-0.82
0.9,0,0,0,-1,-0.83
0.9,0,0,0,-1,-0.84
0.9,0,0,0,-1,-0.85
0.9,0,0,0,-1,-0.86
0.9,0,0,0,-1,-0.87
0.9,0,0,0,-1,-0.88
0.9,0,0,0,-1,-0.89
0.9,0,0,0,-1,-0.9
0.9,0,0,0,-1,-0.91
0.9,0,0,0,-1,-0.92
0.9,0,0,0,-1,-0.93
0.9,0,0,0,-1,-0.94
0.9,0,0,0,-1,-0.95
0.9,0,0,0,-1,-0.96
0.9,0,0,0,-1,-0.97
0.9,0,0,0,-1,-0.98
0.9,0,0,0,-1,-0.99
0.9,0,0,0,-1,-1
1,45.13,1,18.43,-0.115,0
1,43.83,1.239,18,-0.116,-0.01
1,42.41,1.446,17.51,-0.117,-0.02
1,40.89,1.621,16.97,-0.119,-0.03
1,39.27,1.762,16.37,-0.12,-0.04
1,37.54,1.871,15.72,-0.121,-0.05
1,35.72,1.949,15.03,-0.123,-0.06
1,33.82,1.996,14.29,-0.124,-0.07
1,31.86,2.014,13.51,-0.126,-0.08
1,29.83,2.004,12.7,-0.128,-0.09
1,27.77,1.97,11.86,-0.13,-0.1
1,25.69,1.914,11.01,-0.133,-0.11
1,23.61,1.839,10.15,-0.135,-0.12
1,21.55,1.748,9.289,-0.138,-0.13
1,19.52,1.643,8.44,-0.142,-0.14
1,17.55,1.529,7.609,-0.145,-0.15
1,15.66,1.407,6.804,-0.149,-0.16
1,13.85,1.282,6.033,-0.154,-0.17
1,12.14,1.155,5.301,-0.159,-0.18
1,10.54,1.03,4.615,-0.165,-0.19
1,9.066,0.9075,3.978,-0.171,-0.2
1,7.715,0.7907,3.392,-0.178,-0.21
1,6.493,0.6806,2.861,-0.186,-0.22
1,5.399,0.5784,2.384,-0.195,-0.23
1,4.432,0.4851,1.962,-0.205,-0.24
1,3.588,0.4009,1.592,-0.217,-0.25
1,2.861,0.3263,1.272,-0.23,-0.26
1,2.244,0.2611,0.9994,-0.246,-0.27
1,1.727,0.205,0.7709,-0.263,-0.28
1,1.301,0.1577,0.5823,-0.284,-0.29
1,0.9573,0.1184,0.4294,-0.307,-0.3
1,0.6847,0.08647,0.3079,-0.335,-0.31
1,0.474,0.06116,0.2136,-0.368,-0.32
1,0.3153,0.04159,0.1425,-0.407,-0.33
1,0.1998,0.02699,0.09058,-0.451,-0.34
1,0.1192,0.0165,0.05421,-0.503,-0.35
1,0.06584,0.009356,0.03004,-0.562,-0.36
1,0.03296,0.004818,0.0151,-0.627,-0.37
1,0.01453,0.002191,0.006684,-0.695,-0.38
1,0.005462,0.0008526,0.002526,-0.762,-0.39
1,0.001693,0.0002746,0.0007872,-0.826,-0.4
1,0.000418,7.08E-05,0.0001957,-0.877,-0.41
1,7.89E-05,1.41E-05,3.73E-05,-0.917,-0.42
1,1.10E-05,2.09E-06,5.26E-06,-0.944,-0.43
1,1.14E-06,2.32E-07,5.53E-07,-0.964,-0.44
1,9.11E-08,2.01E-08,4.48E-08,-0.977,-0.45
1,5.81E-09,1.40E-09,2.91E-09,-0.985,-0.46
1,3.08E-10,0,1.58E-10,-0.991,-0.47
1,0,0,0,-0.994,-0.48
1,0,0,0,-0.996,-0.49
1,0,0,0,-0.998,-0.5
1,0,0,0,-0.999,-0.51
1,0,0,0,-0.999,-0.52
1,0,0,0,-0.999,-0.53
1,0,0,0,-1,-0.54
1,0,0,0,-1,-0.55
1,0,0,0,-1,-0.56
1,0,0,0,-1,-0.57
1,0,0,0,-1,-0.58
1,0,0,0,-1,-0.59
1,0,0,0,-1,-0.6
1,0,0,0,-1,-0.61
1,0,0,0,-1,-0.62
1,0,0,0,-1,-0.63
1,0,0,0,-1,-0.64
1,0,0,0,-1,-0.65
1,0,0,0,-1,-0.66
1,0,0,0,-1,-0.67
1,0,0,0,-1,-0.68
1,0,0,0,-1,-0.69
1,0,0,0,-1,-0.7
1,0,0,0,-1,-0.71
1,0,0,0,-1,-0.72
1,0,0,0,-1,-0.73
1,0,0,0,-1,-0.74
1,0,0,0,-1,-0.75
1,0,0,0,-1,-0.76
1,0,0,0,-1,-0.77
1,0,0,0,-1,-0.78
1,0,0,0,-1,-0.79
1,0,0,0,-1,-0.8
1,0,0,0,-1,-0.81
1,0,0,0,-1,-0.82
1,0,0,0,-1,-0.83
1,0,0,0,-1,-0.84
1,0,0,0,-1,-0.85
1,0,0,0,-1,-0.86
1,0,0,0,-1,-0.87
1,0,0,0,-1,-0.88
1,0,0,0,-1,-0.89
1,0,0,0,-1,-0.9
1,0,0,0,-1,-0.91
1,0,0,0,-1,-0.92
1,0,0,0,-1,-0.93
1,0,0,0,-1,-0.94
1,0,0,0,-1,-0.95
1,0,0,0,-1,-0.96
1,0,0,0,-1,-0.97
1,0,0,0,-1,-0.98
1,0,0,0,-1,-0.99
1,0,0,0,-1,-1
